venue_id_ibdb,venue_id_wikidata,venue_name_ibdb,venue_address_ibdb_googlezip,venue_lifecycle_ibdb,venue_status_ibdb,file_id_hopper,event_title_hopper,event_title_ibdb,production_id_ibdb,production_id_wikidata,show_id_ibdb,show_id_wikidata,writer_name_ibdb,writer_id_ibdb,writer_id_wikidata,event_category_ibdb,event_year_hopper,event_month_hopper,event_date_hopper,scope_content_hopper,note_hopper
1352,NULL,Shubert Theatre,"225 W 44th St, New York, NY 10036",OPEN,Shubert Theatre,EJHA.0867,Dodsworth,Dodsworth,11841,NULL,3113,NULL,Sidney Howard,8671,NULL,"Play, Drama, Original, Broadway",1934,3,29,Thursday Evening - Second Balcony - $1.10 - Left D 19/21 - Edward Hopper handwritten play title verso.,NULL
1352,NULL,Shubert Theatre,"225 W 44th St, New York, NY 10036",OPEN,Schubert Theatre,EJHA.0873,Escape Me Never,Escape Me Never,7932,NULL,3365,NULL,Margaret Kennedy,7509,NULL,"Play, Drama, Original, Broadway",1935,4,8,Monday Evening - Orchestra - $4.40 - Right C 2/4.,NULL
1145,NULL,St. James Theatre,"246 W 44th St, New York, NY 10036",OPEN,St. James Theatre,EJHA.0860,Walk a Little Faster,Walk a Little Faster,11691,NULL,9142,NULL,NULL,NULL,NULL,"Musical, Revue, Original, Broadway",1933,2,9,Thursday Evening - Second Balcony - $1.10 - C 1/3 - Edward Hopper handwritten play title verso.,NULL
1145,NULL,St. James Theatre,"246 W 44th St, New York, NY 10036",OPEN,St. James Theatre,EJHA.0882,Richard II,King Richard II,12192,NULL,7490,NULL,William Shakespeare,8638,NULL,"Play, History, Revival",1937,4,20,Tuesday Evening - Second Balcony - $.55 - F 1/3 - Edward Hopper handwritten play title verso.,NULL
1071,NULL,Booth Theatre,"222 W 45th St, New York, NY 10036",OPEN,Booth Theatre,EJHA.0783,Saturday's Children,Saturday's Children,10218,NULL,7758,NULL,Maxwell Anderson,7672,NULL,"Play, Comedy, Original, Broadway",1927,3,3,Thursday Evening - Balcony - $1.10 - 3 H 4/5 - Edward Hopper handwritten play title verso.,NULL
1137,NULL,Earl Carroll Theatre,"753 7th Ave, New York, NY 10019",DEMOLISHED,1990,EJHA.0793,Spell Bound,Spellbound,10487,NULL,8212,NULL,Frank Vosper,5635,NULL,"Play, Original, Broadway",1927,11,30,Wednesday Evening - Balcony - $1.65 - G 2/4 - Edward Hopper handwritten play title verso.,NULL
1179,NULL,Guild Theatre,"245 W 52nd St, New York, NY 10019",OPEN,August Wilson Theatre,EJHA.0849,Mourning Becomes Electra,Mourning Becomes Electra,11433,NULL,6266,NULL,Eugene O'Neill,5463,NULL,"Play, Drama, Original, Broadway",1932,2,24,Wednesday Evening - Balcony - $1.00 - J 14/16 Part One & Part Two - Edward Hopper handwritten play title verso.,NULL
1222,NULL,Klaw Theatre,"251 W 45th St, New York, NY 10036",DEMOLISHED,1954,EJHA.0760,"Man of Destiny Androcles, The Lion",Androcles and the Lion,9785,NULL,1582,NULL,George Bernard Shaw,5784,NULL,"Play, Comedy, Revival, Broadway",1925,12,30,Wednesday Evening - Balcony - $1.10 - L 117/119/121/115 - Edward Hopper handwritten play title verso.,NULL
1222,NULL,Klaw Theatre,"251 W 45th St, New York, NY 10036",DEMOLISHED,1954,EJHA.0760,"Man of Destiny Androcles, The Lion",The Man of Destiny,9785,NULL,5815,NULL,George Bernard Shaw,5784,NULL,"Play, Revival, Broadway",1925,12,30,Wednesday Evening - Balcony - $1.10 - L 117/119/121/115 - Edward Hopper handwritten play title verso.,NULL
1238,NULL,Little Theatre,"240 W 44th St, New York, NY 10036",OPEN,Helen Hayes Theatre,EJHA.0766,The Wisdom Tooth,The Wisdom Tooth,9998,NULL,9413,NULL,Marc Connelly,7491,NULL,"Play, Comedy, Original, Broadway",1926,4,21,Wednesday Matinee - Balcony - $1.10 - 2 G 12/13 - Edward Hopper handwritten play title verso.,NULL
1238,NULL,Little Theatre,"240 W 44th St, New York, NY 10036",OPEN,Helen Hayes Theatre,EJHA.0845,Left Bank,The Left Bank,11413,NULL,5316,NULL,Elmer Rice,5377,NULL,"Play, Drama, Original, Broadway",1931,12,4,Friday Evening - Balcony - $1.50 - 2 H 4/3 - Edward Hopper handwritten play title verso.,NULL
1324,NULL,Playhouse Theatre,"137 W 48th St, New York, NY 10036",DEMOLISHED,1969,EJHA.0799,Queens Husband,The Queen's Husband,10561,NULL,7325,NULL,Robert Emmet Sherwood,13527,NULL,"Play, Original, Broadway",1928,3,7,Wednesday Evening - Balcony - $2.20 - D 13/15 - Edward Hopper handwritten play title verso.,NULL
1324,NULL,Playhouse Theatre,"137 W 48th St, New York, NY 10036",DEMOLISHED,1969,EJHA.0802,Road to Rome,Road to Rome,10223,NULL,7552,NULL,Robert Emmet Sherwood,13527,NULL,"Play, Original, Broadway",1928,6,5,Tuesday Evening - Balcony - $2.20 - E 22/24 - Edward Hopper handwritten play title verso.,NULL
1324,NULL,Playhouse Theatre,"137 W 48th St, New York, NY 10036",DEMOLISHED,1969,EJHA.0805,Daisy Mayme,Daisy Mayme,10145,NULL,2886,NULL,George Kelly,5828,NULL,"Play, Comedy, Original, Broadway",1928,11,18,Thursday Evening - Second Balcony - $1.10 - E 10/8 - Edward Hopper handwritten play title verso.,NULL
1324,NULL,Playhouse Theatre,"137 W 48th St, New York, NY 10036",DEMOLISHED,1969,EJHA.0812,Street Scene,Street Scene,10826,NULL,8352,NULL,Elmer Rice,5377,NULL,"Play, Original, Broadway",1929,2,14,Thursday Evening - Second Balcony - $1.00 - F 108/109 - Edward Hopper handwritten play title verso.,NULL
1324,NULL,Playhouse Theatre,"137 W 48th St, New York, NY 10036",DEMOLISHED,1969,EJHA.0832,1st Mrs Fraser,The First Mrs. Fraser,11018,NULL,3569,NULL,St. John Ervine,8716,NULL,"Play, Original, Broadway",1930,10,14,Tuesday Evening - Second Balcony - $1.00 - A 15/13 - Edward Hopper handwritten play title verso.,NULL
1327,NULL,Plymouth Theatre,"236 W 45th St, New York, NY 10036",OPEN,Gerald Schoenfeld Theatre,EJHA.0816,Holiday,Holiday,10787,NULL,4450,NULL,Philip Barry,7990,NULL,"Play, Comedy, Original, Broadway",1929,3,13,Wednesday Evening - Balcony - $1.50 - G 6/8 - Edward Hopper handwritten play title verso.,NULL
1327,NULL,Plymouth Theatre,"236 W 45th St, New York, NY 10036",OPEN,Gerald Schoenfeld Theatre,EJHA.0865,Her Master's Voice,Her Master's Voice,11774,NULL,4347,NULL,Clare Kummer,4846,NULL,"Play, Comedy, Original, Broadway",1934,1,23,Tuesday Evening - Balcony - $1.10 - H 3/5/1 - Edward Hopper handwritten play title verso.,NULL
1365,NULL,Times Square Theatre,"219 W 42nd St, New York, NY 10036",CLOSED,1933,EJHA.0764,The Enemy,The Enemy,6929,NULL,3345,NULL,Channing Pollock,4716,NULL,"Play, Original, Broadway",1926,4,6,Tuesday Evening - $1.10 - N 104/105/106/107 - Edward Hopper handwritten play title verso.,NULL
1365,NULL,Times Square Theatre,"219 W 42nd St, New York, NY 10036",CLOSED,1933,EJHA.0803,Front Page,The Front Page,10656,NULL,3740,NULL,Ben Hecht,4460,NULL,"Play, Comedy, Original, Broadway",1928,10,15,Monday Evening - Balcony - $2.00 - J 14/16 - Edward Hopper handwritten play title verso.,NULL
1371,NULL,Vanderbilt Theatre,"148 W 48th St, New York, NY 10036",DEMOLISHED,1954,EJHA.0883,Excursion,Excursion,12217,NULL,3404,NULL,Victor Wolfson,8955,NULL,"Play, Comedy, Original, Broadway",1937,4,28,Wednesday Evening - Balcony - $1.10 - J 103/101 - Edward Hopper handwritten play title verso.,NULL
